Pop5_Original,Pop10_Original,Pop20_Original,Pop30_Original,Pop40_Original,
1090880,950500,1080360,1138534,1210578,
1090880,950500,1080360,1138534,1210578,
1090880,949565,1080360,1138534,1210578,
1090411,949565,1080360,1138534,1210578,
1090411,947948,1080360,1135233,1210578,
1090411,947948,1080360,1135233,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,947948,1080360,1131281,1210578,
1090411,946219,1080360,1131281,1210578,
1090411,946219,1080360,1131281,1210578,
1090411,946219,1080360,1131281,1210578,
1090411,946219,1080360,1131281,1210578,
1090411,946219,1080360,1131281,1199757,
1090411,946219,1080360,1131281,1199757,
1090411,946219,1080360,1131281,1199757,
1090411,946219,1080360,1131281,1199757,
1090411,946219,1080360,1131281,1199757,
1090411,946219,1080360,1131281,1199757,
1090411,940741,1080360,1131281,1199757,
1090411,934618,1080360,1131281,1199757,
1090411,934618,1080360,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1199757,
1088147,934618,1077939,1131281,1194820,
1088147,934618,1077939,1131281,1194820,
1088147,934618,1077939,1131281,1194820,
1088147,930913,1077939,1131281,1194820,
1088147,930478,1077939,1131281,1194820,
1088147,930478,1077939,1131281,1194820,
1088147,930478,1077939,1131281,1194820,
1088147,930478,1077939,1131281,1194820,
1088147,930478,1077939,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1129574,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1077854,1125824,1194820,
1088147,930478,1075775,1125824,1194820,
1088147,930358,1075775,1125824,1194820,
1088147,930358,1075775,1125824,1194820,
1088147,930358,1075775,1125824,1194820,
1088147,930358,1075775,1125824,1194820,
1088147,930358,1075775,1125824,1194820,
1078935,930358,1075775,1125824,1194820,
1078935,930358,1075775,1125824,1194820,
1078935,930358,1075775,1125824,1194820,
1078935,930358,1075775,1125824,1194820,
1078935,930358,1075775,1125824,1194820,
1078935,930358,1075775,1121506,1194820,
1078935,930358,1075775,1121506,1194820,
1078935,926403,1075775,1121506,1194820,
1078935,926403,1075775,1121506,1194820,
1078935,926403,1075775,1121506,1194820,
1078935,926403,1075775,1121506,1194820,
1078935,926403,1075436,1121506,1194820,
1078935,926403,1075436,1121506,1194820,
1078935,926403,1075436,1121506,1194820,
1078935,926403,1075436,1121506,1194820,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1075436,1121506,1185576,
1078935,926403,1074457,1121506,1185576,
1078935,926403,1074457,1121506,1185576,
1078935,926403,1074457,1121506,1185576,
1078935,926403,1074457,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073943,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1121506,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1073061,1120169,1185576,
1078935,926403,1070529,1120169,1185576,
1078935,926403,1070529,1120169,1185576,
1078935,926403,1070529,1120169,1185576,
1078935,926403,1070529,1120115,1183302,
1078935,926403,1070529,1120115,1183302,
1078935,926403,1070529,1120115,1183302,
1078935,926403,1070529,1120115,1183302,
1078935,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1183302,
1076862,926403,1070529,1120115,1182981,
1075781,926403,1070529,1120115,1182981,
1075781,926403,1070529,1120115,1182981,
1075480,926403,1070529,1120115,1182255,
1075480,926403,1070529,1120115,1182255,
1075480,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,919354,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1182255,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1070529,1120115,1177251,
1074115,918801,1069019,1120115,1177251,
1074115,918801,1069019,1120115,1173746,
1074115,918801,1069019,1120115,1173746,
1074115,918801,1069019,1120115,1173746,
1074115,918801,1069019,1120115,1170969,
1074115,918801,1069019,1120115,1170969,
1074115,918801,1069019,1120115,1170969,
1074115,918801,1069019,1120115,1170969,
1074115,918801,1069019,1120115,1170969,
1074115,918801,1066432,1120115,1170969,
1072827,918801,1066432,1120115,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1072827,918801,1066432,1119158,1170969,
1063621,918801,1066432,1119158,1170969,
1063621,918801,1066432,1119158,1170969,
1063621,918801,1066432,1119158,1170969,
1063621,918801,1066432,1119158,1170969,
1063621,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1063572,918801,1066432,1119158,1169938,
1062756,918801,1066432,1119158,1169938,
1062756,918801,1066432,1119158,1169938,
1062756,918801,1066432,1119158,1169938,
1062756,918801,1066432,1119158,1169938,
1061889,918801,1066432,1119158,1169938,
1061889,918801,1064884,1119158,1169938,
1061889,918801,1064884,1119158,1169938,
1061889,918801,1064884,1119158,1169938,
1061889,918801,1064884,1119158,1169938,
1061889,918801,1064884,1119158,1169938,
1061889,914597,1064884,1119158,1169938,
1061889,914597,1064884,1119158,1169938,
1061889,914597,1064884,1119158,1169938,
1061889,914597,1064884,1119158,1169938,
1061889,914597,1064884,1116811,1169938,
1061889,914597,1064884,1116811,1163488,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1116811,1162558,
1061889,914597,1064884,1115857,1162558,
1061889,914597,1064884,1115857,1162558,
1061889,912217,1064884,1115857,1162558,
1061889,912217,1064884,1115857,1162558,
1061889,912217,1064884,1115857,1162558,
1061565,912217,1064884,1115857,1162558,
1061565,911449,1064884,1115857,1162558,
1061565,911449,1064884,1115857,1162558,
1061565,911449,1064884,1115857,1162558,
1056617,911449,1064884,1114566,1162558,
1056617,911449,1064884,1114566,1162558,
1056617,911449,1064884,1114566,1162558,
1056617,911449,1064884,1114566,1162558,
1056617,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1114566,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1064884,1113279,1162558,
1055738,911449,1061949,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1113279,1162558,
1055738,911449,1061682,1112879,1162558,
1055738,911449,1061682,1112879,1162558,
1055738,911449,1061682,1112879,1162558,
1055738,911449,1061682,1112879,1159356,
1055738,911449,1061682,1110908,1159356,
1055738,911449,1061682,1110908,1159356,
1037762,911449,1061682,1107288,1159356,
1037762,911449,1061682,1107288,1159356,
1037762,911449,1061682,1107288,1159356,
1037762,911449,1061682,1107288,1153945,
1037762,911449,1061682,1107288,1153945,
1037762,911449,1061682,1107288,1153945,
1037762,911449,1061682,1107288,1153945,
1037762,911449,1061682,1099707,1153945,
1037762,910538,1061682,1099707,1153945,
1037762,910538,1061682,1099707,1153945,
1037762,910538,1061682,1099707,1153945,
1037762,910538,1061682,1099707,1153945,
1037762,910538,1061682,1099223,1153945,
1037762,910538,1061682,1099223,1153945,
1037762,908279,1061682,1099223,1153945,
1037762,908279,1061682,1099223,1153945,
1035129,908279,1061682,1099223,1153945,
1035129,908279,1061682,1099223,1153945,
1028305,908279,1061682,1099223,1153945,
1028305,908279,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1061682,1099223,1153945,
1028305,906448,1045028,1099223,1153945,
1028305,906448,1045028,1099223,1153945,
1028305,906448,1045028,1099223,1153945,
1028305,906448,1045028,1099223,1153945,
1028305,906448,1035497,1099223,1153945,
1028305,906448,1035497,1099223,1153945,
1028305,906448,1035497,1099223,1153945,
1028305,906448,1035497,1099223,1153945,
1028305,904045,1035497,1099223,1153945,
1028305,904045,1035497,1099223,1153945,
1028305,904045,1035497,1099223,1153945,
1028305,904045,1035497,1099223,1153945,
1028305,904045,1035497,1099223,1153294,
1028305,904045,1035497,1099223,1153294,
1028305,904045,1035497,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099223,1153294,
1028305,904045,1026667,1099205,1153294,
1028305,904045,1026667,1099205,1153294,
1028305,904045,1026667,1099088,1153294,
1028305,904045,1026667,1099088,1153294,
1024581,904045,1026667,1099088,1153294,
1024581,904045,1026667,1099088,1153294,
1024581,904045,1026667,1099088,1153294,
1017412,904045,1026667,1099088,1153294,
1017412,904045,1026667,1099088,1152108,
1017412,904045,1026667,1099088,1152108,
1017412,904045,1026667,1095158,1152108,
1017412,904045,1026667,1095158,1152108,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142926,
1017412,904045,1026667,1095158,1142227,
1017412,904045,1026667,1093543,1142227,
1017412,904045,1026667,1093543,1142227,
1017412,903108,1026667,1093543,1142227,
1017412,903108,1026667,1093543,1142227,
1017412,903108,1026667,1093543,1142227,
1017412,903108,1026667,1093543,1141204,
1017412,903108,1026667,1093543,1141204,
1017412,903108,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026667,1093543,1141204,
1017412,898769,1026560,1093543,1141204,
1017412,898769,1026560,1093543,1141204,
1017412,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1141204,
1016501,898769,1026560,1093543,1140498,
1016501,898769,1026560,1093543,1140498,
1016501,898769,1026560,1093543,1140498,
1016501,898769,1026560,1093543,1140498,
1016501,898769,1026560,1093543,1140498,
1016501,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1140498,
1015861,898769,1026560,1093543,1139434,
1015861,898769,1026560,1093543,1139434,
1009043,898769,1026560,1093543,1139434,
1009043,898769,1026560,1093543,1139434,
1009043,898769,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1026560,1093543,1139434,
1001765,898616,1024867,1085164,1139434,
1001765,898616,1024867,1085164,1139434,
1001765,898616,1024867,1085164,1138972,
1001765,898616,1024867,1085164,1138972,
1001765,898616,1024867,1085164,1136920,
1001765,898616,1024867,1085164,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1024867,1085032,1136920,
1001765,898616,1023667,1085032,1136920,
1001765,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1136920,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1085032,1135891,
1000564,898616,1023667,1083625,1135891,
1000564,898616,1023667,1083625,1135891,
1000564,898616,1023667,1083625,1135891,
1000564,898616,1023667,1083625,1135891,
1000226,898616,1023667,1083625,1135891,
1000226,898616,1023667,1083625,1135891,
1000226,898616,1023667,1083625,1135891,
1000226,898616,1023667,1083625,1135185,
1000226,898616,1023667,1083625,1135185,
1000226,898616,1023667,1083625,1135185,
1000226,898616,1023667,1083625,1135185,
1000226,898616,1023667,1083625,1135185,
1000226,898616,1023667,1083625,1134195,
1000226,898616,1023667,1083625,1134195,
1000226,898616,1023667,1083625,1134195,
1000226,898616,1023667,1083625,1134195,
1000226,891186,1022030,1083625,1134195,
1000226,891186,1022030,1083625,1134195,
1000226,891186,1022030,1083625,1134195,
1000226,891186,1022030,1083625,1134195,
1000226,891186,1022030,1079086,1134195,
1000226,891186,1022030,1079086,1134195,
999678,891186,1022030,1079086,1134195,
999678,891186,1022030,1079086,1134195,
999678,891186,1022030,1079086,1134195,
999678,891186,1022030,1079086,1134195,
999678,891186,1022030,1078765,1134195,
999111,891186,1022030,1078765,1134195,
999111,891186,1021251,1078765,1134195,
999111,891186,1021251,1078765,1134195,
999111,891186,1021251,1078765,1134195,
989841,891186,1021251,1078765,1134195,
989841,891186,1021251,1078765,1134195,
989841,891186,1021251,1078765,1134195,
989841,891186,1021251,1078765,1134195,
989841,889110,1019267,1078765,1134195,
989841,889110,1019267,1077676,1134195,
989841,889110,1019267,1077676,1134195,
989841,889110,1019267,1077676,1134195,
989841,889110,1019267,1077676,1134195,
989841,889110,1019267,1077676,1134195,
989841,889110,1019267,1077676,1134195,
989719,889110,1019267,1077676,1134195,
989719,889110,1019267,1077676,1134195,
988252,889110,1019267,1077676,1134195,
984236,889110,1019267,1077676,1134195,
984236,889110,1019267,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016058,1077676,1134195,
982047,889110,1016042,1077676,1134195,
982047,889110,1016042,1077676,1134195,
982047,889110,1016042,1077676,1134195,
982047,889110,1016042,1077676,1134195,
982047,889110,1015554,1077676,1134195,
982047,889110,1015554,1077676,1134195,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1133570,
982047,889110,1015554,1077676,1131479,
982047,889110,1015554,1077676,1131479,
982047,889110,1015554,1077676,1131479,
982047,889110,1015554,1077676,1131479,
982047,889110,1015554,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,889110,1013184,1077676,1131479,
982047,884059,1013184,1077676,1131479,
982047,884059,1013184,1077676,1121194,
982047,884059,1011730,1077676,1121194,
982047,884059,1008730,1077676,1121194,
981040,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1077676,1121194,
980947,884059,1008730,1076268,1121194,
980947,884059,1008730,1076268,1121194,
980947,884059,1008730,1076268,1121194,
980947,884059,1008730,1076268,1121194,
980947,884059,1008730,1076268,1121194,
977690,884059,1008730,1076268,1121194,
977690,884059,1008730,1076268,1121194,
977690,882147,1008730,1076268,1117009,
977690,882147,1008730,1076268,1117009,
977690,882147,1008730,1076268,1117009,
977690,882147,1008730,1076268,1109257,
977690,882147,1008730,1076268,1109257,
977690,882147,1008730,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,
975963,882147,995109,1076268,1109257,123
975963,882147,993388,1076268,1106308,
975963,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,881259,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1106308,
975683,880120,993388,1076268,1105846,
975683,880120,993388,1076268,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
975683,880120,993388,1076094,1105846,
